original_user_id,new_user_id
2976,1579
3070,1580
3927,1581
1348,1582
6070,1583
1222,1584
1176,1585
5413,1586
3850,1587
945,1588
2598,1589
2042,1590
5996,1591
2110,1592
3781,1593
3601,1594
1508,1595
2234,1596
5338,1597
1639,1598
642,1599
5261,1600
5949,1601
1505,1602
1650,1603
497,1604
2750,1605
3919,1606
1193,1607
4553,1608
430,1609
5269,1610
475,1611
3762,1612
3584,1613
1552,1614
1751,1615
5506,1616
3098,1617
2018,1618
5632,1619
4358,1620
73,1621
2363,1622
3370,1623
3238,1624
5533,1625
4324,1626
1446,1627
5452,1628
1124,1629
2104,1630
2430,1631
669,1632
5974,1633
1619,1634
3614,1635
1801,1636
2697,1637
3800,1638
3507,1639
1283,1640
2702,1641
5444,1642
4389,1643
3364,1644
3827,1645
3214,1646
3213,1647
4932,1648
4049,1649
5022,1650
243,1651
233,1652
670,1653
3455,1654
3165,1655
3102,1656
1459,1657
4741,1658
553,1659
2831,1660
3984,1661
2488,1662
3390,1663
2332,1664
4977,1665
2116,1666
2640,1667
4834,1668
4696,1669
4680,1670
683,1671
1825,1672
1148,1673
768,1674
356,1675
2668,1676
3629,1677
5409,1678
840,1679
2634,1680
1350,1681
1997,1682
2462,1683
3205,1684
2544,1685
4787,1686
264,1687
4097,1688
3504,1689
4665,1690
5095,1691
5819,1692
257,1693
4428,1694
3341,1695
4743,1696
3441,1697
5850,1698
1057,1699
901,1700
1990,1701
401,1702
5502,1703
608,1704
2755,1705
4279,1706
5777,1707
4087,1708
5541,1709
1412,1710
6002,1711
693,1712
910,1713
354,1714
5476,1715
2172,1716
2784,1717
2600,1718
3928,1719
5692,1720
3040,1721
3121,1722
4137,1723
4213,1724
230,1725
1875,1726
3783,1727
747,1728
2684,1729
4602,1730
4859,1731
5226,1732
1530,1733
1270,1734
920,1735
1565,1736
5510,1737
1282,1738
2659,1739
759,1740
1420,1741
4156,1742
4394,1743
5653,1744
5926,1745
72,1746
5215,1747
4448,1748
5463,1749
1661,1750
3417,1751
3047,1752
4415,1753
1957,1754
5851,1755
6055,1756
6046,1757
3368,1758
1367,1759
398,1760
4580,1761
184,1762
1681,1763
1273,1764
5975,1765
1649,1766
410,1767
673,1768
3925,1769
4238,1770
5644,1771
5195,1772
603,1773
2912,1774
1023,1775
2283,1776
2232,1777
1676,1778
3314,1779
3222,1780
2890,1781
1711,1782
5333,1783
1770,1784
2710,1785
5666,1786
4888,1787
4483,1788
1888,1789
5488,1790
4310,1791
3885,1792
4123,1793
1634,1794
2126,1795
5779,1796
4369,1797
4823,1798
5423,1799
836,1800
5620,1801
209,1802
1839,1803
3675,1804
3630,1805
5685,1806
2450,1807
2789,1808
2246,1809
4461,1810
570,1811
1514,1812
5405,1813
5275,1814
2318,1815
2497,1816
2277,1817
2212,1818
5449,1819
3080,1820
5733,1821
3534,1822
4360,1823
4549,1824
3918,1825
3184,1826
4814,1827
3699,1828
1144,1829
2874,1830
4260,1831
5605,1832
5806,1833
4081,1834
2200,1835
828,1836
292,1837
4614,1838
2309,1839
382,1840
1610,1841
5619,1842
4451,1843
4754,1844
2805,1845
5191,1846
3122,1847
3777,1848
2676,1849
2496,1850
4290,1851
5622,1852
3114,1853
1185,1854
68,1855
4340,1856
1716,1857
3656,1858
2636,1859
3318,1860
3599,1861
2085,1862
5577,1863
1151,1864
5113,1865
4892,1866
2626,1867
402,1868
3179,1869
5372,1870
664,1871
55,1872
2595,1873
3001,1874
5271,1875
3829,1876
3306,1877
1117,1878
505,1879
5868,1880
4118,1881
1964,1882
3125,1883
2875,1884
4250,1885
2839,1886
4045,1887
3153,1888
3631,1889
3192,1890
845,1891
5460,1892
3560,1893
5108,1894
4338,1895
2135,1896
4803,1897
5918,1898
3293,1899
4323,1900
1228,1901
5076,1902
206,1903
5794,1904
4245,1905
5826,1906
3137,1907
2225,1908
2245,1909
3433,1910
455,1911
5283,1912
5497,1913
726,1914
2383,1915
1592,1916
4289,1917
1456,1918
3916,1919
5019,1920
5481,1921
3269,1922
411,1923
2425,1924
1453,1925
1523,1926
5196,1927
2177,1928
4711,1929
5854,1930
4362,1931
3206,1932
1476,1933
4836,1934
4041,1935
3348,1936
1611,1937
3131,1938
4386,1939
4809,1940
2511,1941
5762,1942
6041,1943
5096,1944
4579,1945
4496,1946
4561,1947
200,1948
4742,1949
5954,1950
1078,1951
348,1952
4085,1953
2068,1954
1748,1955
195,1956
4484,1957
520,1958
5395,1959
707,1960
2494,1961
284,1962
3431,1963
5891,1964
3780,1965
527,1966
1896,1967
4148,1968
5373,1969
803,1970
5146,1971
4804,1972
58,1973
248,1974
4780,1975
3744,1976
4705,1977
6047,1978
5315,1979
5646,1980
5290,1981
1300,1982
1624,1983
4684,1984
1059,1985
5843,1986
170,1987
4662,1988
2790,1989
3487,1990
3955,1991
5155,1992
656,1993
2464,1994
2056,1995
2247,1996
1020,1997
672,1998
1666,1999
2230,2000
3854,2001
215,2002
4642,2003
800,2004
4171,2005
1384,2006
5856,2007
2365,2008
2367,2009
1452,2010
2808,2011
905,2012
5439,2013
4492,2014
767,2015
3530,2016
3651,2017
4670,2018
245,2019
3262,2020
829,2021
1291,2022
2644,2023
198,2024
3911,2025
4801,2026
3498,2027
3726,2028
4319,2029
3889,2030
1694,2031
86,2032
1131,2033
272,2034
4839,2035
5185,2036
3462,2037
2285,2038
5757,2039
1137,2040
4547,2041
5408,2042
2133,2043
4572,2044
3939,2045
387,2046
4252,2047
5041,2048
697,2049
5839,2050
2081,2051
1404,2052
5573,2053
2342,2054
5478,2055
5120,2056
3095,2057
4999,2058
304,2059
5545,2060
2794,2061
3353,2062
5357,2063
470,2064
3223,2065
2204,2066
4239,2067
2302,2068
3598,2069
5282,2070
2380,2071
6075,2072
3561,2073
3858,2074
5808,2075
2414,2076
667,2077
4993,2078
361,2079
3823,2080
5767,2081
5012,2082
5568,2083
1525,2084
3888,2085
3635,2086
469,2087
5459,2088
3342,2089
3436,2090
849,2091
4739,2092
1768,2093
2630,2094
4480,2095
3360,2096
760,2097
2166,2098
5316,2099
5068,2100
1037,2101
1184,2102
863,2103
2818,2104
4119,2105
4653,2106
1629,2107
2550,2108
1219,2109
977,2110
3219,2111
40,2112
2352,2113
2953,2114
5001,2115
1958,2116
2377,2117
5869,2118
5003,2119
2632,2120
5611,2121
3591,2122
5593,2123
5036,2124
4700,2125
373,2126
3140,2127
1314,2128
5033,2129
2509,2130
5935,2131
1357,2132
1438,2133
2045,2134
1374,2135
4269,2136
3399,2137
4419,2138
3327,2139
1268,2140
4393,2141
4604,2142
5950,2143
2608,2144
4182,2145
3049,2146
6006,2147
2143,2148
4577,2149
6029,2150
838,2151
3766,2152
4294,2153
380,2154
4527,2155
2474,2156
4285,2157
574,2158
263,2159
3500,2160
2113,2161
1683,2162
4103,2163
489,2164
333,2165
2249,2166
4707,2167
4784,2168
1750,2169
792,2170
636,2171
4039,2172
4968,2173
5148,2174
1702,2175
1424,2176
3275,2177
841,2178
2807,2179
3880,2180
3496,2181
877,2182
3625,2183
4901,2184
5194,2185
592,2186
2981,2187
2625,2188
3804,2189
933,2190
1685,2191
4611,2192
281,2193
1370,2194
882,2195
3406,2196
203,2197
3926,2198
2357,2199
4011,2200
2326,2201
871,2202
4172,2203
989,2204
5615,2205
2715,2206
2962,2207
4188,2208
44,2209
1295,2210
4371,2211
178,2212
3516,2213
4204,2214
2119,2215
1641,2216
4348,2217
2949,2218
5090,2219
1007,2220
1264,2221
2304,2222
1017,2223
956,2224
2804,2225
2028,2226
4455,2227
984,2228
5173,2229
2568,2230
5740,2231
4234,2232
3181,2233
1429,2234
3929,2235
1086,2236
4128,2237
3723,2238
778,2239
2768,2240
3141,2241
3405,2242
5887,2243
5528,2244
4459,2245
3581,2246
1013,2247
2275,2248
2209,2249
1322,2250
2313,2251
2344,2252
3817,2253
4242,2254
3474,2255
2261,2256
3720,2257
5840,2258
793,2259
1766,2260
1720,2261
4126,2262
3525,2263
6039,2264
3090,2265
3952,2266
5862,2267
4446,2268
2147,2269
4746,2270
2950,2271
5175,2272
1263,2273
3460,2274
1115,2275
4519,2276
582,2277
717,2278
4129,2279
90,2280
909,2281
756,2282
3442,2283
5686,2284
4605,2285
2555,2286
3144,2287
4439,2288
3437,2289
6058,2290
4972,2291
2459,2292
51,2293
2642,2294
886,2295
3573,2296
5981,2297
2043,2298
850,2299
5028,2300
4794,2301
5411,2302
879,2303
1232,2304
2602,2305
2224,2306
5169,2307
1244,2308
566,2309
5006,2310
4996,2311
2971,2312
6083,2313
2403,2314
4021,2315
4014,2316
1162,2317
5322,2318
1407,2319
3459,2320
4407,2321
3312,2322
5617,2323
2038,2324
3503,2325
5222,2326
4046,2327
5206,2328
3881,2329
856,2330
4573,2331
235,2332
5243,2333
448,2334
491,2335
5474,2336
4594,2337
4842,2338
4191,2339
3019,2340
4736,2341
4525,2342
1943,2343
4520,2344
207,2345
2738,2346
5931,2347
2652,2348
3200,2349
2325,2350
4529,2351
4930,2352
1698,2353
2419,2354
2795,2355
159,2356
5407,2357
2987,2358
2467,2359
1056,2360
5609,2361
439,2362
5558,2363
2858,2364
4008,2365
4810,2366
1951,2367
5285,2368
1447,2369
3875,2370
2978,2371
1701,2372
1733,2373
2413,2374
4998,2375
5585,2376
842,2377
4633,2378
3189,2379
674,2380
3158,2381
3336,2382
2008,2383
3458,2384
1511,2385
113,2386
3896,2387
5700,2388
625,2389
3411,2390
661,2391
4862,2392
5978,2393
4619,2394
5731,2395
2848,2396
3712,2397
1260,2398
1923,2399
2525,2400
5360,2401
351,2402
5877,2403
3607,2404
2868,2405
444,2406
4028,2407
1364,2408
5955,2409
1331,2410
5927,2411
1907,2412
3037,2413
4066,2414
935,2415
593,2416
4349,2417
4661,2418
1728,2419
2461,2420
6073,2421
4364,2422
3690,2423
2379,2424
2991,2425
1053,2426
5676,2427
4104,2428
5594,2429
3807,2430
3848,2431
2370,2432
2897,2433
6053,2434
4350,2435
2863,2436
3864,2437
4402,2438
4429,2439
5433,2440
5970,2441
1967,2442
2851,2443
191,2444
4889,2445
1346,2446
3841,2447
802,2448
1869,2449
545,2450
2677,2451
5426,2452
65,2453
522,2454
482,2455
349,2456
4111,2457
816,2458
4919,2459
1261,2460
4677,2461
4311,2462
2074,2463
2507,2464
5117,2465
4264,2466
1763,2467
5888,2468
5489,2469
1818,2470
949,2471
2717,2472
5507,2473
1393,2474
1867,2475
2880,2476
966,2477
2501,2478
2603,2479
4106,2480
478,2481
3613,2482
5913,2483
2137,2484
1338,2485
5912,2486
4342,2487
2156,2488
5434,2489
1495,2490
2901,2491
3757,2492
3872,2493
1745,2494
1391,2495
5339,2496
1955,2497
2895,2498
4201,2499
5094,2500
1326,2501
4505,2502
4374,2503
481,2504
1464,2505
2570,2506
5425,2507
4136,2508
4795,2509
2964,2510
1416,2511
1855,2512
748,2513
4703,2514
3190,2515
2513,2516
3639,2517
4487,2518
2781,2519
3792,2520
2826,2521
666,2522
2057,2523
359,2524
5623,2525
4257,2526
3580,2527
3583,2528
4552,2529
5575,2530
298,2531
5821,2532
2828,2533
155,2534
5147,2535
2994,2536
3866,2537
3547,2538
247,2539
4789,2540
1911,2541
4018,2542
303,2543
5030,2544
496,2545
2817,2546
4681,2547
2859,2548
5145,2549
3177,2550
1210,2551
5255,2552
876,2553
3061,2554
4870,2555
2759,2556
1352,2557
2520,2558
1630,2559
5042,2560
